iter	RMSE
303	157783.0251
304	157487.8991
305	157262.0427
306	157124.9963
307	156990.3901
308	156857.5418
309	156646.7414
310	156430.6639
311	156304.4685
312	156180.0687
313	155902.6449
314	155770.2786
315	155517.9931
316	155395.849
317	155266.2538
318	155143.7123
319	154728.4644
320	154607.6723
321	154484.8275
322	154363.2114
323	154246.0656
324	154037.2275
325	153842.1415
326	153728.4508
327	153610.0268
328	153245.8792
329	153126.2838
330	152860.1312
331	152744.3757
332	152500.639
333	152388.9869
334	152193.8301
335	151947.8546
336	151833.7022
337	151474.4831
338	151212.6934
339	151028.8943
340	150917.2535
341	150809.029
342	150518.037
343	150299.5254
344	150199.1716
345	150026.7011
346	149793.9085
347	149690.6716
348	149584.5168
349	149413.4006
350	149310.8323
351	149163.8129
352	148934.2251
353	148830.7377
354	148725.9575
355	148563.0186
356	148281.5574
357	148091.1405
358	147859.6887
359	147763.847
360	147490.3437
361	147331.2417
362	147219.7559
363	147023.291
364	146769.4202
365	146656.7945
366	146503.0358
367	146405.0247
368	146301.2546
369	146195.9488
370	145990.2878
371	145745.3691
372	145643.4954
373	145501.6645
374	145402.8616
375	145308.2978
376	145212.4773
377	145107.0349
378	144924.2789
379	144830.3229
380	144734.1613
381	144552.9331
382	144462.1057
383	144371.8987
384	144282.5422
385	144194.3304
386	144059.8141
387	143774.6012
388	143573.6342
389	143414.6439
390	143327.5285
391	143148.3045
392	143058.4108
393	142973.1914
394	142779.9718
395	142691.4316
396	142444.6426
397	142361.0743
398	142280.6058
399	142179.8795
400	142093.4371
401	141960.5308
402	141719.4951
403	141638.1735
404	141553.2476
405	141469.0921
406	141316.5396
407	140987.9114
408	140906.6151
409	140737.7821
410	140659.1054
411	140571.714
412	140406.8408
413	140325.9898
414	140244.3703
415	140129.8965
416	140050.5405
417	139930.0738
418	139854.1022
419	139697.4855
420	139516.0152
421	139339.3723
422	139218.7771
423	139096.0833
424	139015.763
425	138939.4827
426	138860.4315
427	138673.5598
428	138593.043
429	138500.8884
430	138331.061
431	138186.0804
432	138106.4653
433	138023.9462
434	137899.2047
435	137751.7752
436	137675.9296
437	137519.2948
438	137422.4815
439	137218.9875
440	137106.347
441	136988.4307
442	136862.3225
443	136784.931
444	136667.5014
445	136366.9084
446	136247.2816
447	136151.8449
448	136013.6787
449	135918.6445
450	135842.0304
451	135765.9718
452	135690.6709
453	135609.1088
454	135469.1689
455	135376.9051
456	135295.1851
457	135207.9458
458	135099.6381
459	134934.7147
460	134851.0649
461	134677.7562
462	134593.2597
463	134515.177
464	134408.1272
465	134331.7822
466	134259.0021
467	134186.0584
468	134093.1984
469	133950.9577
470	133843.0499
471	133768.0256
472	133694.1852
473	133514.2218
474	133218.1112
475	133111.4734
476	133040.6488
477	132953.6958
478	132798.33
479	132727.413
480	132628.9128
481	132553.0175
482	132483.2124
483	132354.3453
484	132271.4195
485	132178.4856
486	131995.1314
487	131896.4995
488	131818.1259
489	131740.3679
490	131660.6317
491	131593.1139
492	131451.8929
493	131376.3606
494	131225.1544
495	131109.9855
496	131042.5072
497	130948.6291
498	130881.7444
499	130812.9206
500	130726.2872
501	130650.9203
502	130587.5674
503	130461.3751
504	130371.5879
505	130243.4368
506	130178.015
507	130112.2205
508	130026.7876
509	129959.9314
510	129725.7711
511	129651.1919
512	129561.5435
513	129496.5504
514	129349.0289
515	129192.8837
516	129128.4055
517	129064.5034
518	128983.8091
519	128835.0909
520	128565.1731
521	128468.6076
522	128404.9411
523	128269.5523
524	128206.3361
525	127943.2385
526	127880.4535
527	127718.4514
528	127656.2794
529	127535.3793
530	127473.8048
531	127392.7989
532	127316.9293
533	127251.9664
534	127131.2541
535	127046.2863
536	126985.9849
537	126922.5574
538	126862.2168
539	126803.3837
540	126710.5359
541	126648.6408
542	126497.0124
543	126387.4566
544	126324.4575
545	126265.5695
546	126207.1599
547	126107.2565
548	126048.6409
549	125990.9533
550	125824.8193
551	125765.8411
552	125707.2643
553	125628.952
554	125527.8283
555	125421.637
556	125363.3111
557	125289.38
558	125155.2658
559	125065.4954
560	124929.6404
561	124873.0179
562	124816.8451
563	124761.0372
564	124702.2797
565	124647.1877
566	124592.7463
567	124442.5899
568	124387.9877
569	124332.3204
570	124252.0569
571	124195.887
572	124056.5075
573	123924.3279
574	123870.6084
575	123808.5363
576	123754.611
577	123701.8434
578	123624.611
579	123572.1761
580	123465.2629
581	123274.8456
582	123193.4096
583	123100.7411
584	123011.5601
585	122769.0492
586	122716.5067
587	122658.8896
588	122606.0454
589	122528.2377
590	122474.881
591	122423.5528
592	122372.5244
593	122322.0637
594	122270.7665
595	122199.414
596	122135.4245
597	122014.2202
598	121889.2578
599	121839.2992
600	121783.6013
601	121706.4511
602	121658.001
603	121609.3189
604	121502.0163
605	121440.3624
606	121362.2199
607	121308.6594
608	121052.1511
609	121003.0999
610	120955.1239
611	120725.588
612	120659.9648
613	120607.3077
614	120494.0546
615	120409.9278
616	120361.4123
617	120260.556
618	120144.4181
619	120069.5587
620	120021.2757
621	119929.8248
622	119853.4388
623	119805.3761
624	119758.5225
625	119711.0247
626	119663.4192
627	119396.5068
628	119268.2453
629	119222.1574
630	119146.8384
631	119099.9241
632	118852.8726
633	118724.5456
634	118673.6346
635	118616.567
636	118523.3479
637	118478.0636
638	118356.2922
639	118217.9682
640	118146.9135
641	118066.5371
642	118019.8897
643	117975.1718
644	117930.8312
645	117882.2618
646	117838.6069
647	117722.3532
648	117631.1335
649	117556.4083
650	117483.9182
651	117438.5233
652	117394.2067
653	117333.1099
654	117258.1017
655	117200.4769
656	117112.8467
657	117036.5376
658	116942.2613
659	116872.7794
660	116828.592
661	116783.7621
662	116657.7378
663	116453.4884
664	116393.3872
665	116252.1168
666	116176.1392
667	116074.5669
668	116028.1017
669	115984.4147
670	115939.8216
671	115895.5511
672	115602.0231
673	115557.8395
674	115513.9752
675	115452.962
676	115409.3468
677	115195.4142
678	115103.5207
679	115012.3749
680	114968.7712
681	114926.4752
682	114876.8025
683	114834.2499
684	114727.4452
685	114676.8997
686	114635.2028
687	114569.8598
688	114487.8229
689	114445.424
690	114346.628
691	114302.7988
692	114260.6725
693	114049.1404
694	114008.0999
695	113935.646
696	113892.8801
697	113851.1673
698	113797.9096
699	113596.0814
700	113529.7479
701	113488.2332
702	113251.5753
703	113137.796
704	113040.2176
705	112932.3013
706	112890.7991
707	112800.1262
708	112758.2152
709	112718.0123
710	112594.3185
711	112553.0266
712	112512.116
713	112440.701
714	112349.1071
715	112292.517
716	112252.9694
717	112160.6383
718	112100.1029
719	112060.0218
720	111970.1822
721	111876.8876
722	111836.25
723	111795.9251
724	111704.9271
725	111640.7479
726	111565.9515
727	111508.6767
728	111468.3693
729	111410.6387
730	111331.0467
731	111067.9226
732	111024.221
733	110983.1637
734	110919.115
735	110849.032
736	110809.0091
737	110769.3774
738	110729.6346
739	110691.1712
740	110607.5922
741	110372.2227
742	110333.4554
743	110274.8662
744	110208.8387
745	110169.4713
746	110130.2156
747	110073.3484
748	110034.2751
749	109995.8206
750	109772.7777
751	109635.1262
752	109596.3465
753	109542.6548
754	109503.8618
755	109465.3121
756	109426.9585
757	109388.6949
758	109288.6763
759	109174.9733
760	109136.7707
761	108855.5397
762	108754.0231
763	108655.0086
764	108617.5068
765	108549.4846
766	108494.0717
767	108456.1019
768	108396.5893
769	108358.7774
770	108276.5647
771	108048.6057
772	107983.8159
773	107835.5931
774	107793.825
775	107725.5227
776	107667.7343
777	107630.1649
778	107592.7616
779	107555.5231
780	107518.5187
781	107481.7214
782	107423.1648
783	107353.6382
784	107199.2342
785	107162.4089
786	107126.2599
787	107058.0766
788	107021.5908
789	106985.2573
790	106920.2936
791	106876.6351
792	106677.7463
793	106586.3886
794	106456.1498
795	106420.2803
796	106357.5823
797	106222.2769
798	106167.9434
799	106077.6923
800	106041.4045
801	106005.4662
802	105805.9381
803	105750.7392
804	105673.3923
805	105635.2193
806	105599.82
807	105546.2065
808	105510.5364
809	105474.9966
810	105440.1242
811	105381.6609
812	105346.2877
813	105293.4358
814	105258.302
815	105198.6893
816	105164.2438
817	105129.3629
818	105079.0465
819	104992.9817
820	104935.0578
821	104896.7751
822	104815.462
823	104599.2084
824	104531.4973
825	104479.0505
826	104444.836
827	104410.8576
828	104359.8589
829	104326.0099
830	104262.021
831	104228.2752
832	104167.4814
833	104133.0979
834	104099.5774
835	104065.5514
836	104009.9368
837	103975.9983
838	103942.1847
839	103852.8672
840	103673.6744
841	103507.8163
842	103473.9364
843	103408.0382
844	103354.7281
845	103200.7379
846	103167.7231
847	103096.8183
848	103063.9758
849	103009.6913
850	102956.2305
851	102905.0335
852	102826.171
853	102792.6236
854	102759.2205
855	102726.7528
856	102693.7552
857	102660.8358
858	102425.5872
859	102392.7531
860	102360.1465
861	102263.8343
862	102183.6283
863	102129.1952
864	102081.8653
865	102049.9721
866	101993.3627
867	101960.8958
868	101873.0513
869	101840.6914
870	101808.4922
871	101773.1349
872	101724.8623
873	101658.0813
874	101481.0427
875	101449.6496
876	101418.3891
877	101355.5185
878	101253.8884
879	101132.1691
880	101100.9517
881	101069.8933
882	101016.1614
883	100966.2784
884	100934.5872
885	100901.8412
886	100851.1631
887	100819.6818
888	100788.4638
889	100737.1506
890	100705.5915
891	100642.814
892	100572.5094
893	100529.9386
894	100480.3166
895	100325.6024
896	100294.3491
897	100248.0819
898	100216.923
899	100147.091
900	100098.4771
901	100068.0872
902	99994.72601
903	99887.20556
904	99856.31861
905	99801.52867
906	99600.31142
907	99569.50908
908	99407.98692
909	99352.00832
910	99321.28326
911	99290.65889
912	99237.17378
913	99172.81217
914	99140.00356
915	99110.3023
916	99000.828
917	98955.08082
918	98905.15006
919	98875.75885
920	98745.81988
921	98700.3931
922	98652.69893
923	98481.57258
924	98451.15497
925	98311.58076
926	98199.84346
927	98169.57243
928	98098.39461
929	98046.48378
930	97916.05766
931	97886.473
932	97760.82644
933	97731.45236
934	97687.629
935	97658.40546
936	97600.9889
937	97557.48435
938	97484.26826
939	97454.03603
940	97408.564
941	97318.32075
942	97289.21747
943	97260.31516
944	97230.76733
945	97171.38247
946	97142.81386
947	97113.44115
948	97037.36731
949	96986.07651
950	96888.06782
951	96753.64069
952	96685.41252
953	96622.83386
954	96498.89083
955	96470.05458
956	96423.66451
957	96368.34115
958	96322.6961
959	96293.94164
960	96262.56905
961	96218.91413
962	96168.41301
963	96118.00889
964	96072.55547
965	95963.36532
966	95915.42442
967	95887.13538
968	95819.56527
969	95775.44314
970	95746.21223
971	95609.80221
972	95580.64809
973	95551.74299
974	95522.95318
975	95437.02936
976	95382.09126
977	95225.94806
978	95197.21817
979	95044.21341
980	94921.20791
981	94825.05591
982	94796.3185
983	94714.44251
984	94656.59125
985	94594.22
986	94550.49325
987	94521.82882
988	94476.6403
989	94448.65284
990	94406.63949
991	94348.6347
992	94317.44126
993	94289.11771
994	94216.80641
995	94159.81908
996	94117.70273
997	94089.46305
998	93980.99981
999	93953.31673
