iter	RMSE
539	125842.8388
540	125733.2861
541	125505.6237
542	125421.2627
543	125224.3046
544	125170.3416
545	125090.0181
546	124970.0387
547	124882.4314
548	124827.4255
549	124740.5927
550	124687.4538
551	124604.6491
552	124414.7527
553	124359.2151
554	124228.7667
555	124173.5634
556	124064.9884
557	124012.882
558	123958.378
559	123857.5859
560	123803.2497
561	123751.9781
562	123698.3806
563	123494.0067
564	123417.7812
565	123303.0778
566	123247.807
567	123180.7148
568	123102.8625
569	123011.3913
570	122958.1176
571	122889.5046
572	122797.2782
573	122745.608
574	122692.849
575	122643.3653
576	122591.2792
577	122431.4284
578	122328.184
579	122191.2508
580	122060.7676
581	121996.9721
582	121944.8332
583	121894.4835
584	121788.7376
585	121661.9512
586	121608.8594
587	121507.467
588	121459.1564
589	121408.2577
590	121356.0892
591	121171.095
592	121123.7699
593	121042.1911
594	120943.2698
595	120830.2782
596	120737.7488
597	120688.5743
598	120638.4749
599	120588.7174
600	120415.8207
601	120310.219
602	120180.6514
603	120112.8443
604	120066.407
605	120018.6803
606	119971.3733
607	119871.1183
608	119822.2967
609	119729.759
610	119560.324
611	119511.5502
612	119466.5578
613	119378.4952
614	119330.2155
615	119218.4003
616	119168.6772
617	119091.9169
618	118956.8992
619	118881.378
620	118833.4233
621	118789.1391
622	118581.5662
623	118532.3697
624	118476.2746
625	118372.0013
626	118231.4391
627	118027.5957
628	117861.8128
629	117814.2681
630	117737.3608
631	117690.0697
632	117529.7928
633	117442.7078
634	117306.4163
635	117257.7394
636	117210.9092
637	117167.6584
638	117096.6189
639	117050.2055
640	116861.4338
641	116815.2273
642	116720.9838
643	116673.2562
644	116580.1254
645	116532.6697
646	116459.2189
647	116412.1377
648	116349.4842
649	116246.2867
650	116106.26
651	115962.9135
652	115894.7065
653	115776.1019
654	115730.4957
655	115532.4062
656	115489.1025
657	115418.0533
658	115376.5186
659	115331.5993
660	115248.0316
661	115162.5694
662	115102.4073
663	115056.5509
664	115015.7442
665	114806.4474
666	114735.4452
667	114636.2756
668	114508.182
669	114366.9989
670	114181.6921
671	114138.2458
672	114040.9691
673	113995.4597
674	113914.8265
675	113870.9049
676	113790.8564
677	113722.4409
678	113677.3684
679	113634.9152
680	113555.1215
681	113448.2566
682	113390.0968
683	113296.147
684	113231.3658
685	113188.0802
686	113145.08
687	113102.3318
688	113012.5422
689	112970.8439
690	112904.0506
691	112861.5193
692	112819.2688
693	112741.7974
694	112602.0897
695	112533.9459
696	112406.0497
697	112363.8297
698	112300.0875
699	112254.2482
700	112176.216
701	112074.5659
702	112022.2936
703	111983.5668
704	111897.7764
705	111758.5823
706	111628.7452
707	111587.0693
708	111484.1443
709	111442.5796
710	111347.7242
711	111283.0428
712	111214.2516
713	111172.7673
714	111131.5239
715	111001.9688
716	110910.8938
717	110820.6072
718	110696.4632
719	110655.2973
720	110514.7719
721	110440.6376
722	110400.4719
723	110360.5456
724	110319.9624
725	110262.0457
726	110202.3268
727	110162.7255
728	110123.3037
729	109972.6305
730	109881.8819
731	109768.3849
732	109728.1685
733	109664.8105
734	109622.4886
735	109581.2406
736	109513.4526
737	109433.9737
738	109341.8804
739	109240.8672
740	109202.0108
741	108996.2204
742	108956.485
743	108896.9763
744	108858.4111
745	108819.1014
746	108780.9743
747	108663.4563
748	108536.1035
749	108497.0894
750	108403.3463
751	108364.4782
752	108238.695
753	108170.3407
754	108063.785
755	108025.0712
756	107965.2399
757	107915.5548
758	107829.414
759	107790.9727
760	107752.769
761	107714.7818
762	107677.8334
763	107641.0205
764	107530.0322
765	107456.1637
766	107364.5733
767	107326.938
768	107289.5389
769	107252.2848
770	107200.6033
771	107034.4359
772	106965.2717
773	106868.3423
774	106829.9766
775	106749.4973
776	106712.5126
777	106675.8276
778	106556.3317
779	106465.1015
780	106398.8548
781	106362.2594
782	106325.9027
783	106290.4449
784	106234.5561
785	106151.6999
786	106115.5623
787	106080.3585
788	105951.6878
789	105844.6677
790	105808.746
791	105705.4855
792	105648.6064
793	105612.8248
794	105538.5916
795	105503.7033
796	105468.2022
797	105355.2986
798	105316.0302
799	105214.554
800	105105.6993
801	105070.4251
802	105004.2903
803	104920.7284
804	104886.3605
805	104785.4759
806	104732.4071
807	104692.7071
808	104657.7206
809	104619.2756
810	104584.7607
811	104546.8316
812	104509.2144
813	104434.7008
814	104371.6051
815	104275.0362
816	104240.7695
817	103977.1764
818	103901.5522
819	103811.4677
820	103774.1561
821	103723.2525
822	103629.2687
823	103524.8647
824	103487.7932
825	103451.5973
826	103415.415
827	103379.5374
828	103329.6717
829	103294.0914
830	103129.133
831	103034.326
832	102990.5877
833	102957.6606
834	102912.7271
835	102875.2136
836	102812.4042
837	102747.9192
838	102713.6864
839	102679.9405
840	102646.6553
841	102541.8825
842	102459.9409
843	102425.6852
844	102391.8732
845	102232.4849
846	102197.274
847	102163.6439
848	102130.9555
849	102097.9083
850	102065.4561
851	102033.1983
852	101972.0444
853	101940.4116
854	101909.0364
855	101878.0607
856	101664.5566
857	101633.3515
858	101602.7879
859	101562.3237
860	101479.6956
861	101428.7261
862	101316.1177
863	101252.8944
864	101218.3044
865	101134.8335
866	101094.3877
867	100944.4858
868	100839.2717
869	100598.59
870	100361.022
871	100293.5364
872	100253.8746
873	100166.6037
874	100110.4995
875	100062.4786
876	99981.42567
877	99832.66722
878	99802.74407
879	99769.85617
880	99709.7683
881	99678.76009
882	99627.07677
883	99593.45466
884	99523.95152
885	99467.64708
886	99386.71823
887	99357.41671
888	99200.14321
889	99171.23777
890	99106.00636
891	99073.78564
892	99045.67655
893	98939.17159
894	98905.80139
895	98851.82127
896	98820.0807
897	98695.33682
898	98629.45553
899	98576.36007
900	98543.98973
901	98511.2754
902	98462.66833
903	98434.31157
904	98355.17697
905	98288.38428
906	98237.03816
907	98151.75719
908	98123.51877
909	98079.23472
910	97998.28424
911	97965.13
912	97910.65936
913	97877.92631
914	97835.87637
915	97769.31665
916	97741.68648
917	97707.74093
918	97659.59411
919	97601.28932
920	97569.50173
921	97538.03494
922	97508.60605
923	97466.20859
924	97389.18964
925	97359.83115
926	97326.56712
927	97200.72488
928	97170.10382
929	97104.34667
930	97074.04751
931	97045.00364
932	97017.00446
933	96909.71261
934	96879.74806
935	96849.69527
936	96819.95064
937	96793.32318
938	96765.55386
939	96727.19972
940	96701.20046
941	96662.09758
942	96632.75866
943	96536.92284
944	96507.47969
945	96480.4818
946	96452.40287
947	96426.07546
948	96400.47708
949	96373.29981
950	96347.48826
951	96297.08961
952	96270.80604
953	96187.05174
954	96160.33733
955	96134.37462
956	96085.54454
957	96043.05327
958	95989.098
959	95961.67297
960	95923.21437
961	95898.79625
962	95870.60702
963	95805.68799
964	95778.09918
965	95645.95064
966	95594.95559
967	95551.81295
968	95318.47745
969	95290.90051
970	95221.54013
971	95194.88961
972	95168.20332
973	95094.13242
974	95020.16848
975	94961.57066
976	94918.78275
977	94870.42387
978	94595.01671
979	94473.65967
980	94448.78902
981	94339.68175
982	94313.28375
983	94283.42886
984	94145.71878
985	94041.62257
986	94014.6466
987	93901.85482
988	93879.32259
989	93854.20178
990	93637.58056
991	93613.3294
992	93563.03033
993	93502.25478
994	93476.89161
995	93425.5041
996	93361.11863
997	93302.58486
998	93275.10648
999	93190.33773
